"","Koa root","Olapa root","Grass root","Ohia root","Kolea root","Akala root","Soil"
"ASV29",0,0,0,0,1,0,0
"ASV294",0,0,1,0,0,0,0
"ASV296",0,0,0,0,0,0,1
"ASV297",0,0,0,0,0,0,1
"ASV299",0,0,0,0,0,0,1
"ASV300",0,0,0,0,0,0,1
"ASV303",0,1,0,0,0,0,0
"ASV304",1,0,0,0,0,0,0
"ASV307",0,0,0,0,1,0,0
"ASV308",0,0,0,0,1,0,0
"ASV311",0,0,1,0,0,0,0
"ASV312",0,0,0,0,0,0,1
"ASV313",0,0,1,0,0,0,0
"ASV314",0,0,0,0,1,0,0
"ASV317",0,0,0,1,0,0,0
"ASV319",0,0,0,0,1,0,0
"ASV321",0,0,1,0,0,0,0
"ASV322",0,0,0,0,1,0,0
"ASV330",0,0,0,0,0,0,1
"ASV34",0,0,1,0,0,0,0
"ASV347",0,0,0,0,0,0,1
"ASV348",0,0,1,0,0,0,0
"ASV35",0,0,1,0,0,0,0
"ASV350",0,0,0,0,0,0,1
"ASV351",0,0,0,0,1,0,0
"ASV352",0,0,1,0,0,0,1
"ASV353",1,0,1,0,1,0,0
"ASV356",0,0,0,0,0,0,1
"ASV357",0,0,0,0,0,0,1
"ASV359",0,0,0,0,0,0,1
"ASV360",0,1,0,0,0,0,0
"ASV361",0,0,0,0,1,0,0
"ASV364",0,0,0,0,0,0,1
"ASV365",0,0,0,0,0,0,1
"ASV368",1,1,1,1,1,1,1
"ASV37",1,1,1,1,1,1,1
"ASV370",1,1,1,1,1,1,0
"ASV372",1,1,1,1,1,1,1
"ASV376",0,0,0,0,1,0,0
"ASV377",0,0,0,0,1,0,0
"ASV378",1,1,1,1,1,1,1
"ASV38",0,0,0,0,0,1,0
"ASV380",0,0,0,0,0,0,1
"ASV382",0,0,0,0,0,0,1
"ASV383",1,1,1,1,1,1,1
"ASV386",0,1,0,0,0,0,0
"ASV387",0,0,0,0,1,0,0
"ASV388",0,0,0,0,1,0,0
"ASV39",0,0,0,0,0,1,0
"ASV392",1,1,1,1,1,1,1
"ASV393",0,0,0,0,0,1,0
"ASV396",0,0,0,0,1,0,0
"ASV398",1,1,1,1,1,1,1
"ASV399",0,0,0,0,1,0,0
"ASV402",0,0,1,0,1,1,1
"ASV403",0,0,0,0,1,0,1
"ASV406",0,0,0,0,0,0,1
"ASV409",0,0,0,0,1,0,0
"ASV412",0,0,0,0,0,1,0
"ASV413",0,1,0,0,0,0,0
"ASV418",1,0,0,0,0,0,0
"ASV42",0,0,0,0,1,0,0
"ASV422",0,0,0,0,0,0,1
"ASV423",1,0,0,0,0,0,0
"ASV429",0,0,0,1,0,0,0
"ASV43",0,0,0,0,1,0,0
"ASV431",0,1,0,0,0,0,0
"ASV434",0,0,0,0,0,1,0
"ASV438",0,0,1,0,0,0,0
"ASV44",0,0,0,0,0,0,1
"ASV440",1,1,1,1,1,1,1
"ASV441",0,1,0,0,0,0,0
"ASV442",0,0,0,0,0,1,0
"ASV443",0,0,0,0,0,0,1
"ASV445",0,0,0,0,0,0,1
"ASV448",0,0,0,0,0,0,1
"ASV451",1,0,1,0,1,0,1
"ASV453",1,0,1,1,1,1,1
"ASV455",0,0,0,0,0,0,1
"ASV457",0,0,0,0,0,0,1
"ASV460",0,0,0,0,0,0,1
"ASV462",0,0,0,1,0,0,1
"ASV463",0,0,0,0,0,0,1
"ASV465",0,0,0,0,1,0,0
"ASV467",0,0,0,0,0,0,1
"ASV469",0,0,0,0,1,0,0
"ASV471",1,0,0,0,1,1,1
"ASV472",0,1,0,0,0,0,0
"ASV474",1,0,0,0,0,0,0
"ASV481",0,0,1,0,0,0,0
"ASV483",0,0,0,1,0,0,0
"ASV485",0,0,0,0,0,0,1
"ASV487",0,0,0,0,0,0,1
"ASV49",0,1,0,0,0,0,0
"ASV490",0,0,0,0,0,0,1
"ASV495",0,1,0,0,0,0,0
"ASV496",0,0,0,0,0,1,0
"ASV498",1,1,1,0,1,0,1
"ASV499",0,0,0,0,0,0,1
"ASV500",0,0,0,0,0,0,1
"ASV504",0,0,0,0,1,0,0
"ASV508",0,0,0,0,1,0,0
"ASV509",0,0,1,0,0,0,0
"ASV511",0,0,0,0,1,0,0
"ASV512",0,0,0,0,1,0,0
"ASV513",0,0,0,0,1,0,0
"ASV516",0,0,0,0,0,1,0
"ASV517",0,0,1,0,0,1,0
"ASV518",0,1,0,0,0,0,0
"ASV519",1,1,1,1,0,1,0
"ASV520",0,0,0,0,1,0,0
"ASV521",0,0,0,0,1,0,0
"ASV522",0,0,0,0,0,1,0
"ASV525",0,0,0,0,1,0,0
"ASV526",0,0,0,1,0,0,0
"ASV527",1,0,0,0,1,0,0
"ASV528",0,0,0,0,1,0,0
"ASV530",0,0,0,0,1,0,0
"ASV531",0,0,0,0,1,0,0
"ASV532",0,0,0,0,1,0,0
"ASV534",1,1,1,1,1,1,0
"ASV542",0,0,1,0,0,0,0
"ASV545",0,0,1,0,0,0,0
"ASV547",0,0,1,0,0,1,0
"ASV549",0,0,1,0,0,1,0
"ASV550",0,0,1,0,0,0,0
"ASV551",0,0,1,0,0,0,0
"ASV556",0,1,0,0,0,1,0
"ASV558",1,1,0,1,0,0,0
"ASV56",0,0,0,0,1,0,0
"ASV563",1,1,0,1,0,1,0
"ASV564",1,1,1,1,0,0,0
"ASV565",0,0,0,1,0,0,0
"ASV575",0,0,0,0,1,0,1
"ASV576",0,0,0,0,0,0,1
"ASV577",0,0,0,0,0,0,1
"ASV578",0,0,0,0,0,0,1
"ASV585",0,0,0,0,0,0,1
"ASV587",0,0,0,0,1,0,0
"ASV590",0,0,0,0,0,0,1
"ASV592",1,1,0,0,1,1,1
"ASV594",0,0,0,0,1,0,0
"ASV595",1,0,0,0,0,0,0
"ASV597",0,0,0,0,0,0,1
"ASV599",0,0,0,0,0,0,1
"ASV600",0,0,0,0,0,0,1
"ASV601",0,0,0,0,1,0,1
"ASV602",0,0,0,0,1,0,0
"ASV603",0,0,0,0,1,0,0
"ASV607",0,0,1,0,0,0,0
"ASV608",0,0,1,0,1,0,1
"ASV611",0,0,0,0,0,0,1
"ASV612",0,0,1,1,0,0,1
"ASV613",0,0,0,0,1,0,0
"ASV614",1,1,0,0,0,0,1
"ASV616",0,0,0,0,0,0,1
"ASV618",0,0,0,0,0,0,1
"ASV619",0,0,0,0,0,0,1
"ASV620",0,0,0,0,1,0,1
"ASV621",0,0,0,1,0,0,1
"ASV622",0,0,0,0,0,0,1
"ASV624",0,0,0,0,0,0,1
"ASV625",0,0,0,0,0,0,1
"ASV627",0,0,0,0,1,0,0
"ASV628",0,0,0,0,0,0,1
"ASV629",0,0,0,0,0,1,0
"ASV630",0,0,0,0,1,1,1
"ASV631",0,0,0,0,0,0,1
"ASV632",0,0,0,0,1,0,0
"ASV635",0,0,0,0,0,0,1
"ASV637",0,0,0,0,0,0,1
"ASV638",0,0,0,0,1,0,0
"ASV639",0,0,0,0,1,0,1
"ASV640",0,0,0,0,0,0,1
"ASV642",1,0,0,0,0,0,1
"ASV645",0,1,0,0,0,0,1
"ASV646",0,0,0,1,0,0,0
"ASV648",0,0,0,0,1,0,1
"ASV649",1,0,1,1,1,0,1
"ASV651",0,0,0,0,0,0,1
"ASV653",0,0,0,0,0,0,1
"ASV656",1,0,0,0,0,0,0
"ASV658",0,0,0,0,0,0,1
"ASV660",0,0,0,0,0,0,1
"ASV664",0,0,0,0,0,0,1
"ASV669",0,0,0,0,1,0,0
"ASV672",0,0,0,1,0,0,0
"ASV673",0,0,0,0,0,0,1
"ASV674",0,1,0,0,0,0,1
"ASV675",0,0,0,0,0,0,1
"ASV677",0,0,0,0,1,0,0
"ASV679",0,0,1,0,0,0,0
"ASV68",0,0,0,0,0,0,1
"ASV681",0,0,1,1,0,0,0
"ASV682",0,0,0,0,1,0,0
"ASV684",1,0,0,0,0,0,0
"ASV685",0,0,0,0,1,0,0
"ASV691",0,0,0,0,0,0,1
"ASV692",1,1,0,1,1,0,1
"ASV693",0,1,0,0,0,0,0
"ASV696",0,1,0,0,0,0,1
"ASV697",0,0,1,0,0,0,0
"ASV698",0,0,1,0,0,0,0
"ASV704",0,0,0,0,1,0,0
"ASV706",1,0,0,0,0,0,0
"ASV708",0,0,0,0,0,0,1
"ASV71",0,0,0,0,0,0,1
"ASV712",0,0,0,0,1,0,0
"ASV713",0,0,0,0,0,1,0
"ASV714",0,0,1,0,0,1,1
"ASV715",1,0,0,0,1,0,0
"ASV717",0,0,0,0,1,0,0
"ASV72",0,0,0,0,0,0,1
"ASV720",0,0,0,0,1,0,0
"ASV723",1,1,1,0,1,0,0
"ASV724",0,0,0,0,1,0,0
"ASV727",0,0,1,0,0,0,0
"ASV73",0,0,0,0,0,0,1
"ASV736",1,1,1,1,1,1,1
"ASV738",0,0,0,0,0,0,1
"ASV74",0,0,0,0,0,0,1
"ASV743",1,0,1,0,0,0,0
"ASV745",0,0,0,1,0,0,0
"ASV748",0,0,0,0,1,0,1
"ASV751",0,0,0,0,1,0,0
"ASV752",0,0,1,0,0,0,0
"ASV755",0,0,0,0,0,0,1
"ASV757",0,0,0,1,0,1,1
"ASV758",0,0,0,0,0,0,1
"ASV759",0,0,0,0,0,0,1
"ASV76",0,0,0,0,0,0,1
"ASV760",0,0,0,0,0,0,1
"ASV761",0,0,0,0,0,0,1
"ASV762",0,0,1,0,0,0,0
"ASV763",0,0,0,0,0,0,1
"ASV764",1,0,1,0,0,0,0
"ASV765",1,0,0,1,0,0,0
"ASV766",0,1,1,1,0,0,1
"ASV767",0,1,0,1,0,1,1
"ASV768",0,0,1,0,0,0,0
"ASV769",0,0,1,0,0,0,1
"ASV771",0,0,1,0,0,0,0
"ASV772",0,1,0,0,1,0,1
"ASV777",0,0,1,0,0,0,0
"ASV778",0,0,0,0,0,0,1
"ASV779",1,1,0,0,1,1,0
"ASV78",1,0,0,0,0,0,1
"ASV780",1,1,0,0,1,1,0
"ASV782",0,0,0,0,1,0,0
"ASV783",0,0,1,0,0,0,0
"ASV786",0,0,0,0,0,0,1
"ASV790",0,0,1,0,0,0,0
"ASV794",0,1,0,0,1,0,0
"ASV795",0,0,0,0,0,1,0
"ASV796",0,0,0,0,0,0,1
"ASV797",0,0,0,0,1,0,0
"ASV798",0,0,1,0,0,0,0
"ASV799",0,0,0,1,0,1,0
"ASV800",0,0,1,0,0,0,0
"ASV801",0,0,1,0,0,0,0
"ASV806",0,0,0,0,0,0,1
"ASV807",0,0,1,0,0,0,0
"ASV808",0,0,1,0,1,0,0
"ASV809",0,0,0,0,1,0,0
"ASV81",0,0,0,0,1,0,0
"ASV810",0,0,0,0,1,0,0
"ASV811",1,0,1,0,0,0,0
"ASV814",0,0,0,1,0,0,0
"ASV815",0,0,0,0,1,0,0
"ASV816",0,0,0,0,1,0,0
"ASV819",0,0,0,1,0,0,0
"ASV82",0,0,1,0,0,0,0
"ASV820",0,0,0,0,1,0,0
"ASV821",0,0,0,0,1,0,0
"ASV822",0,0,1,0,0,0,0
"ASV825",0,0,0,1,0,0,0
"ASV829",1,0,0,0,0,0,0
"ASV83",1,0,1,0,1,1,1
"ASV830",1,0,0,1,0,1,0
"ASV831",1,0,1,0,0,0,0
"ASV833",0,0,0,0,1,0,0
"ASV836",1,0,1,0,0,0,0
"ASV838",0,0,1,0,0,0,0
"ASV840",0,0,1,0,0,0,1
"ASV841",0,0,1,0,0,0,0
"ASV844",0,0,0,0,0,0,1
"ASV845",0,0,0,0,0,0,1
"ASV846",0,1,0,0,0,0,0
"ASV847",0,0,0,0,0,0,1
"ASV848",0,1,0,0,0,0,1
"ASV849",0,1,0,0,0,0,0
"ASV85",0,0,0,0,0,0,1
"ASV850",0,1,0,0,0,0,0
"ASV851",0,0,0,0,1,0,0
"ASV853",0,0,0,0,1,0,0
"ASV86",0,0,0,0,0,0,1
"ASV860",0,0,0,1,0,0,0
"ASV861",0,1,0,0,0,0,0
"ASV862",0,1,0,0,1,0,0
"ASV863",0,0,0,0,0,0,1
"ASV864",0,0,0,0,0,0,1
"ASV865",0,0,0,0,0,0,1
"ASV866",0,0,0,0,0,0,1
"ASV87",0,0,0,0,1,1,1
"ASV871",0,0,0,0,0,0,1
"ASV872",0,0,1,0,0,0,1
"ASV873",0,0,0,0,1,0,1
"ASV874",0,0,1,0,0,0,0
"ASV876",1,0,1,0,0,0,0
"ASV877",1,1,0,1,1,0,1
"ASV878",0,0,0,0,0,0,1
"ASV879",0,0,0,0,0,0,1
"ASV88",0,0,1,0,1,1,1
"ASV880",0,0,1,0,1,0,0
"ASV881",0,0,0,0,0,0,1
"ASV884",0,0,1,0,1,1,1
"ASV885",0,0,0,0,0,0,1
"ASV886",0,0,0,0,0,0,1
"ASV887",0,0,0,0,0,0,1
"ASV889",0,0,0,0,0,0,1
"ASV89",1,1,0,0,0,0,1
"ASV890",0,0,0,0,0,0,1
"ASV891",0,0,0,0,0,0,1
"ASV892",0,0,1,0,0,0,0
"ASV893",0,0,0,0,0,0,1
"ASV895",0,0,0,0,0,0,1
"ASV898",0,1,0,0,0,0,0
"ASV90",0,0,0,0,1,0,0
"ASV903",0,0,0,0,0,1,0
"ASV904",0,0,0,0,1,0,0
"ASV906",1,0,0,0,0,0,0
"ASV907",0,0,0,1,0,0,0
"ASV912",0,1,0,0,0,0,0
"ASV913",0,0,0,0,1,0,0
"ASV917",0,0,0,0,1,0,0
"ASV918",0,0,0,0,0,1,0
"ASV92",0,1,0,0,1,1,1
"ASV920",1,0,0,0,0,0,0
"ASV921",0,0,0,0,0,0,1
"ASV922",0,0,1,0,0,0,0
"ASV923",0,0,0,0,1,0,0
"ASV924",0,0,0,0,0,1,1
"ASV925",0,0,0,0,0,0,1
"ASV926",1,1,1,1,1,1,1
"ASV927",0,0,0,0,1,0,0
"ASV928",0,0,0,0,1,0,0
"ASV93",0,0,0,1,0,0,1
"ASV933",1,0,0,0,0,0,0
"ASV937",1,0,0,0,0,0,0
"ASV94",1,1,0,1,0,0,0
"ASV940",0,0,1,0,0,0,0
"ASV943",1,0,0,0,0,0,0
"ASV944",0,0,0,0,1,0,0
"ASV945",0,0,1,0,0,1,1
"ASV948",0,0,0,0,0,0,1
"ASV949",1,0,0,0,0,1,1
"ASV950",1,0,0,0,0,0,1
"ASV951",0,0,0,0,0,0,1
"ASV952",1,0,0,0,0,1,1
"ASV953",0,0,0,0,0,0,1
"ASV954",0,0,0,0,0,1,1
"ASV958",1,0,1,0,1,1,1
"ASV959",0,0,0,0,1,0,0
"ASV96",0,0,0,0,0,0,1
"ASV960",1,0,0,0,0,0,0
"ASV964",0,0,0,0,1,0,1
"ASV966",0,0,0,1,0,1,1
"ASV968",0,0,0,0,0,1,0
"ASV969",0,0,0,1,0,0,0
"ASV97",0,0,0,0,0,1,0
"ASV971",0,0,1,0,0,0,0
"ASV972",0,0,0,0,1,0,0
"ASV975",0,0,0,0,1,0,0
"ASV979",1,1,1,1,1,1,1
"ASV98",0,0,1,0,0,0,0
"ASV985",0,0,0,0,0,0,1
"ASV986",0,0,1,0,0,0,1
"ASV989",0,0,1,0,0,1,1
"ASV99",0,0,0,0,0,0,1
"ASV991",0,0,0,0,0,0,1
"ASV992",0,0,0,0,0,0,1
"ASV993",0,0,0,0,0,0,1
"ASV998",0,0,1,0,0,0,0
