"","Koa root","Olapa root","Grass root","Ohia root","Kolea root","Akala root","Soil"
"ASV255",0,0,0,1,0,0,1
"ASV257",1,0,1,1,1,0,1
"ASV259",0,0,0,0,0,0,1
"ASV260",0,0,0,0,0,0,1
"ASV261",0,1,1,0,1,0,1
"ASV263",0,1,0,0,0,0,0
"ASV264",0,0,0,0,0,0,1
"ASV267",0,0,0,0,0,0,1
"ASV268",1,0,0,0,0,0,0
"ASV27",1,0,0,1,0,1,1
"ASV277",0,0,0,0,0,0,1
"ASV280",0,0,0,0,0,0,1
"ASV283",0,0,0,0,0,0,1
"ASV286",0,0,0,0,0,0,1
"ASV29",0,0,0,0,1,1,1
"ASV293",0,0,0,0,0,0,1
"ASV298",0,0,1,0,0,0,0
"ASV305",0,0,0,1,0,0,0
"ASV306",0,0,0,0,1,0,0
"ASV308",0,0,0,0,1,0,0
"ASV309",0,0,0,0,1,0,0
"ASV310",0,0,0,0,1,0,0
"ASV315",0,0,0,1,0,0,0
"ASV316",0,0,0,1,0,0,0
"ASV318",0,0,0,1,0,0,0
"ASV324",0,0,0,0,0,0,1
"ASV325",0,0,0,1,0,0,0
"ASV328",0,0,1,0,0,0,0
"ASV329",0,0,1,1,0,1,0
"ASV330",0,0,1,0,0,0,1
"ASV331",0,0,0,0,1,0,0
"ASV332",0,0,1,0,0,0,0
"ASV333",0,0,0,0,1,0,0
"ASV334",0,0,1,0,0,0,0
"ASV336",0,0,0,1,0,0,0
"ASV338",0,0,0,1,0,0,0
"ASV342",0,0,1,0,0,0,0
"ASV343",0,0,1,0,0,0,0
"ASV344",0,0,1,0,0,0,0
"ASV346",0,1,0,0,0,0,0
"ASV348",0,0,0,1,0,0,0
"ASV349",0,0,0,0,0,0,1
"ASV350",0,1,0,0,0,0,1
"ASV352",0,0,0,0,0,0,1
"ASV353",0,0,0,0,1,0,0
"ASV354",0,0,0,0,1,0,0
"ASV358",0,1,0,0,0,0,0
"ASV36",0,0,0,0,0,0,1
"ASV362",0,1,0,0,0,0,0
"ASV367",0,0,0,0,0,0,1
"ASV368",1,1,1,1,1,1,1
"ASV369",0,0,0,0,0,0,1
"ASV37",1,1,1,1,1,1,1
"ASV370",1,1,1,1,1,1,0
"ASV371",0,0,0,0,0,0,1
"ASV372",1,1,1,1,1,1,1
"ASV374",0,1,0,0,0,0,0
"ASV375",0,0,0,0,1,0,0
"ASV378",1,1,1,1,1,1,1
"ASV379",0,0,0,0,0,0,1
"ASV380",0,0,1,0,0,0,1
"ASV381",0,0,0,0,0,1,0
"ASV382",1,0,1,1,0,1,1
"ASV383",1,1,1,1,1,1,1
"ASV384",0,0,0,0,1,0,0
"ASV389",0,1,0,0,0,0,0
"ASV390",0,0,0,0,0,0,1
"ASV391",0,0,0,0,0,0,1
"ASV392",1,1,1,1,1,1,1
"ASV394",0,1,0,0,0,0,0
"ASV395",0,0,0,1,0,0,0
"ASV397",0,1,0,0,0,0,0
"ASV398",1,0,1,0,1,1,1
"ASV4",0,0,1,0,0,0,0
"ASV400",0,0,1,0,0,0,0
"ASV401",0,0,1,0,0,1,0
"ASV402",0,1,1,1,0,1,1
"ASV403",0,0,1,0,1,1,1
"ASV405",0,0,0,0,0,0,1
"ASV406",0,0,0,0,0,0,1
"ASV408",0,0,0,0,0,1,0
"ASV41",1,0,0,0,0,0,0
"ASV410",0,0,0,0,0,1,0
"ASV411",0,1,0,0,0,0,0
"ASV417",0,1,0,0,0,0,0
"ASV420",0,0,0,0,0,1,0
"ASV426",1,0,0,0,0,0,0
"ASV427",0,0,0,0,1,0,0
"ASV428",0,0,0,0,0,1,0
"ASV431",1,0,0,0,0,1,0
"ASV432",0,1,0,0,0,0,0
"ASV433",0,0,0,1,0,0,0
"ASV435",0,0,0,0,1,0,0
"ASV436",0,0,0,0,1,0,0
"ASV438",0,0,0,1,0,1,0
"ASV439",0,0,0,0,0,1,0
"ASV44",0,0,0,0,0,0,1
"ASV440",1,1,0,1,1,0,1
"ASV443",0,0,0,0,0,0,1
"ASV447",0,0,0,0,1,0,0
"ASV448",0,0,0,0,0,0,1
"ASV449",0,0,0,0,0,0,1
"ASV45",0,0,0,1,0,0,0
"ASV450",0,0,1,0,0,0,0
"ASV452",0,0,0,0,1,0,0
"ASV453",1,0,1,1,1,0,1
"ASV454",0,0,0,0,1,0,0
"ASV459",1,0,0,0,0,0,0
"ASV462",1,0,0,0,0,0,1
"ASV463",0,0,0,0,0,1,1
"ASV464",0,0,1,0,0,0,0
"ASV466",0,1,0,0,0,0,0
"ASV467",0,0,1,0,0,1,1
"ASV468",0,0,0,0,1,0,0
"ASV470",0,0,0,0,0,0,1
"ASV471",1,1,1,0,0,1,1
"ASV477",0,0,1,0,0,0,0
"ASV478",0,0,0,1,0,0,0
"ASV482",0,0,1,0,0,0,0
"ASV489",0,0,0,0,1,0,0
"ASV490",0,0,0,0,0,0,1
"ASV492",1,0,0,0,0,0,0
"ASV493",0,0,0,0,0,0,1
"ASV494",0,0,0,0,0,0,1
"ASV50",0,0,0,0,1,0,0
"ASV502",0,0,0,0,1,0,0
"ASV503",0,0,0,0,1,0,0
"ASV504",0,0,0,0,1,1,0
"ASV505",0,0,0,0,1,0,0
"ASV506",0,0,0,0,1,0,0
"ASV507",0,0,0,0,1,0,0
"ASV508",0,0,0,0,1,1,0
"ASV511",0,0,0,0,0,0,1
"ASV517",1,0,0,1,1,1,0
"ASV519",1,1,0,0,0,1,0
"ASV52",0,0,0,0,1,0,0
"ASV523",1,0,0,0,0,0,0
"ASV524",0,0,0,0,0,1,0
"ASV529",0,1,0,0,0,0,0
"ASV533",0,0,0,0,1,0,0
"ASV534",1,1,1,0,1,1,0
"ASV537",0,0,1,0,0,0,0
"ASV539",0,0,0,0,1,0,0
"ASV54",1,0,0,0,0,0,0
"ASV540",1,0,1,0,0,0,0
"ASV541",0,0,1,0,0,0,0
"ASV542",1,0,1,0,0,0,0
"ASV543",0,0,0,0,1,0,0
"ASV544",0,0,1,0,0,0,0
"ASV546",0,0,0,0,1,0,0
"ASV547",0,0,1,0,0,0,0
"ASV548",0,0,1,0,0,0,0
"ASV549",0,0,1,0,0,0,0
"ASV551",0,0,1,0,0,0,0
"ASV552",0,0,0,0,1,0,0
"ASV553",0,0,0,0,1,0,0
"ASV554",0,1,0,0,0,0,0
"ASV555",0,1,0,0,0,0,0
"ASV556",0,1,0,0,0,0,0
"ASV557",0,1,0,0,0,0,0
"ASV558",1,1,0,1,1,0,0
"ASV559",1,0,0,0,0,0,0
"ASV560",1,0,0,0,0,0,0
"ASV561",0,0,1,0,0,0,0
"ASV562",1,0,0,0,0,0,0
"ASV563",1,1,1,1,1,1,0
"ASV565",1,0,0,0,0,1,0
"ASV566",1,0,0,1,0,0,0
"ASV567",1,0,0,0,0,0,0
"ASV570",0,0,0,0,0,1,0
"ASV573",1,0,0,0,0,0,0
"ASV574",0,0,0,0,0,0,1
"ASV576",0,0,0,0,0,0,1
"ASV577",0,0,0,0,0,0,1
"ASV58",0,0,0,0,0,0,1
"ASV580",0,0,0,0,0,0,1
"ASV581",0,0,0,0,0,0,1
"ASV583",0,0,1,0,0,0,1
"ASV584",0,0,0,0,1,0,0
"ASV586",0,0,1,0,0,0,0
"ASV588",0,0,0,1,0,0,0
"ASV589",0,0,0,0,0,1,0
"ASV591",0,0,0,0,0,0,1
"ASV592",0,1,1,1,1,1,1
"ASV593",0,0,0,0,1,0,0
"ASV596",0,0,0,0,0,0,1
"ASV597",0,0,0,0,1,0,0
"ASV598",0,0,0,0,1,0,0
"ASV601",0,0,0,0,0,0,1
"ASV604",0,1,0,0,0,0,0
"ASV605",0,0,0,0,1,0,0
"ASV606",0,1,0,0,0,0,0
"ASV608",0,0,0,0,1,1,1
"ASV609",0,0,0,0,1,0,0
"ASV610",0,0,0,0,0,1,0
"ASV612",0,0,0,0,0,0,1
"ASV614",0,0,0,0,0,0,1
"ASV617",0,0,0,0,0,0,1
"ASV62",0,0,0,0,1,0,0
"ASV620",0,0,0,0,0,0,1
"ASV623",0,0,0,0,0,0,1
"ASV624",0,0,0,0,1,1,1
"ASV626",0,0,1,0,0,0,0
"ASV630",0,1,1,0,0,1,1
"ASV631",0,0,0,0,0,0,1
"ASV633",0,0,0,0,0,0,1
"ASV634",0,0,0,0,0,1,0
"ASV639",0,0,0,0,0,0,1
"ASV64",0,1,0,0,0,0,0
"ASV640",0,0,0,0,0,0,1
"ASV642",0,0,1,0,0,0,1
"ASV644",0,0,0,0,1,0,0
"ASV647",0,0,0,0,1,0,0
"ASV649",0,1,0,0,0,0,1
"ASV65",0,0,0,0,0,0,1
"ASV652",0,0,0,0,0,0,1
"ASV653",0,0,1,0,0,0,0
"ASV654",0,0,0,0,1,0,0
"ASV655",0,0,0,0,0,0,1
"ASV657",0,0,1,0,0,0,0
"ASV659",0,1,0,0,0,0,0
"ASV66",0,0,0,0,0,0,1
"ASV660",0,0,0,0,0,0,1
"ASV661",0,0,0,0,0,0,1
"ASV662",1,0,0,0,0,0,0
"ASV663",0,0,1,0,0,0,1
"ASV665",0,1,0,0,0,0,0
"ASV666",0,0,0,0,1,0,1
"ASV667",1,0,0,0,0,0,0
"ASV668",0,0,0,0,0,0,1
"ASV670",0,0,0,0,1,0,0
"ASV674",0,0,0,0,0,0,1
"ASV676",0,0,0,0,1,0,0
"ASV678",0,0,0,0,1,0,0
"ASV679",0,1,0,0,0,0,0
"ASV681",1,1,1,1,0,1,0
"ASV682",0,1,1,0,0,0,0
"ASV683",0,0,0,0,1,0,0
"ASV685",0,0,0,0,0,1,0
"ASV686",0,0,0,0,0,1,0
"ASV687",0,0,0,0,0,0,1
"ASV688",0,0,0,0,0,0,1
"ASV689",0,0,0,0,0,0,1
"ASV69",0,0,1,0,0,0,0
"ASV690",0,0,0,0,0,0,1
"ASV691",0,0,0,0,0,0,1
"ASV692",0,0,0,0,0,0,1
"ASV695",0,0,0,0,0,1,0
"ASV697",1,0,1,0,0,0,0
"ASV698",0,0,0,1,0,1,0
"ASV699",1,0,0,0,0,1,1
"ASV70",0,1,0,0,0,0,0
"ASV700",0,0,0,0,0,1,0
"ASV701",0,1,0,0,0,0,0
"ASV702",0,1,0,0,0,0,0
"ASV703",0,1,0,0,0,0,0
"ASV705",0,0,0,0,1,0,0
"ASV706",0,0,1,0,0,1,0
"ASV707",0,0,1,0,0,1,0
"ASV708",0,0,0,0,1,0,0
"ASV709",0,1,1,1,0,1,1
"ASV710",0,0,0,0,1,0,0
"ASV714",0,0,1,0,0,0,1
"ASV716",0,0,0,0,0,0,1
"ASV718",0,0,0,0,0,1,0
"ASV719",0,1,0,0,0,0,0
"ASV72",0,1,1,0,0,0,1
"ASV720",0,0,0,0,0,1,0
"ASV721",0,0,1,0,0,0,0
"ASV722",0,0,0,0,1,0,0
"ASV723",1,1,1,1,1,1,0
"ASV725",0,0,0,0,1,0,0
"ASV726",0,0,0,0,1,0,0
"ASV728",1,0,0,0,0,0,0
"ASV729",0,0,0,0,0,0,1
"ASV730",0,0,0,0,1,0,0
"ASV731",0,0,1,0,0,0,0
"ASV732",0,0,1,0,0,0,0
"ASV733",0,0,1,0,0,0,0
"ASV734",0,0,1,0,0,0,0
"ASV735",0,0,1,0,0,0,1
"ASV736",1,1,1,1,1,1,1
"ASV737",1,0,0,0,0,0,0
"ASV739",0,0,0,0,1,0,0
"ASV74",0,0,0,1,0,0,1
"ASV740",0,0,1,0,0,0,0
"ASV741",0,0,1,0,0,0,1
"ASV742",0,0,1,1,0,0,0
"ASV743",0,0,0,1,0,0,1
"ASV744",0,0,1,0,0,0,0
"ASV746",0,0,0,0,1,0,0
"ASV749",0,0,0,0,1,0,0
"ASV75",0,0,0,1,0,0,0
"ASV750",0,0,0,0,1,0,0
"ASV754",0,1,0,0,0,0,0
"ASV756",0,0,0,0,0,0,1
"ASV758",0,1,1,0,1,0,1
"ASV766",0,0,0,0,0,0,1
"ASV767",0,0,0,0,1,0,0
"ASV769",0,0,0,1,0,0,1
"ASV77",0,0,0,0,0,0,1
"ASV774",0,0,0,0,0,0,1
"ASV779",1,0,0,1,0,1,1
"ASV78",1,0,0,1,1,1,1
"ASV780",0,0,0,0,1,0,0
"ASV781",0,0,0,0,1,0,0
"ASV783",0,1,0,0,0,0,0
"ASV785",0,0,0,1,0,0,0
"ASV788",0,1,0,0,0,0,0
"ASV79",0,0,1,0,0,0,1
"ASV790",0,0,1,0,0,0,0
"ASV793",0,1,0,0,0,0,0
"ASV795",0,0,0,0,0,1,0
"ASV799",0,0,1,0,0,0,1
"ASV8",1,0,0,0,0,0,0
"ASV80",0,0,0,0,0,0,1
"ASV800",0,0,0,0,0,1,0
"ASV802",0,0,0,0,1,0,0
"ASV803",0,0,1,0,0,1,1
"ASV804",0,0,0,0,0,0,1
"ASV805",0,0,1,0,0,0,0
"ASV808",0,0,0,0,1,0,0
"ASV811",0,0,0,0,0,0,1
"ASV813",0,0,1,0,0,0,0
"ASV820",0,1,0,0,0,1,0
"ASV823",0,0,1,0,0,0,0
"ASV828",0,1,0,0,0,0,0
"ASV83",0,0,0,0,0,0,1
"ASV830",1,0,0,0,0,1,0
"ASV831",1,0,1,0,0,0,0
"ASV832",0,0,0,0,1,0,0
"ASV834",1,0,1,1,0,0,0
"ASV835",1,0,1,0,0,0,0
"ASV836",1,0,1,0,0,0,0
"ASV839",0,1,0,0,0,0,0
"ASV844",0,0,0,0,0,0,1
"ASV846",0,0,0,1,0,0,0
"ASV849",0,1,0,1,0,0,0
"ASV85",0,0,0,0,0,0,1
"ASV852",0,0,0,0,1,0,0
"ASV854",1,0,0,0,0,0,0
"ASV855",0,0,0,0,0,0,1
"ASV858",1,0,0,0,0,0,0
"ASV859",0,0,1,0,0,0,0
"ASV86",0,0,1,0,0,0,0
"ASV867",0,0,0,0,0,0,1
"ASV868",0,1,0,0,0,0,0
"ASV869",0,0,0,0,0,0,1
"ASV87",0,0,0,0,0,0,1
"ASV870",1,0,0,0,0,0,1
"ASV872",0,0,0,0,0,0,1
"ASV875",0,0,0,0,0,0,1
"ASV877",0,0,0,0,0,1,1
"ASV88",1,0,1,1,0,0,1
"ASV884",0,0,0,0,1,0,1
"ASV888",0,0,1,0,0,0,0
"ASV89",1,1,1,0,1,0,1
"ASV899",0,0,0,0,1,0,0
"ASV9",0,0,0,0,0,1,0
"ASV908",0,0,0,0,1,0,0
"ASV91",0,0,0,0,0,0,1
"ASV910",0,0,0,0,1,0,0
"ASV911",0,0,0,1,0,0,0
"ASV914",0,1,0,0,0,0,0
"ASV915",0,0,0,0,1,0,0
"ASV916",0,0,0,0,0,1,0
"ASV919",0,0,0,0,1,0,0
"ASV92",1,0,0,0,0,0,1
"ASV924",0,0,0,0,1,1,0
"ASV926",1,1,1,1,1,1,1
"ASV929",0,0,0,0,1,0,0
"ASV93",0,0,0,0,0,0,1
"ASV930",0,0,0,1,0,0,0
"ASV939",0,0,0,1,0,0,0
"ASV941",0,1,0,0,0,0,0
"ASV942",0,1,0,0,0,0,0
"ASV945",1,1,1,0,0,1,1
"ASV946",0,0,0,0,0,0,1
"ASV947",0,0,0,0,0,0,1
"ASV95",0,0,0,0,0,0,1
"ASV951",0,0,0,0,0,1,0
"ASV952",0,0,0,0,0,1,1
"ASV955",0,0,0,0,0,1,0
"ASV956",0,0,0,0,0,0,1
"ASV957",0,0,1,0,0,0,0
"ASV958",0,0,0,0,0,0,1
"ASV96",0,0,0,0,0,0,1
"ASV961",1,0,0,0,0,0,0
"ASV962",0,0,0,0,0,1,0
"ASV963",0,1,0,0,0,0,0
"ASV964",1,1,1,1,0,1,1
"ASV965",0,0,1,0,0,1,1
"ASV966",1,0,1,1,0,1,1
"ASV967",0,0,0,0,0,0,1
"ASV968",0,0,0,0,0,0,1
"ASV970",0,0,0,0,1,0,0
"ASV973",0,1,0,0,0,0,0
"ASV974",0,0,0,0,1,0,0
"ASV977",0,0,0,0,1,0,0
"ASV978",0,0,0,0,1,0,0
"ASV979",1,1,1,1,1,1,1
"ASV980",0,0,1,0,0,1,1
"ASV981",0,0,0,0,0,0,1
"ASV982",0,0,1,0,0,0,0
"ASV983",1,0,0,0,0,1,1
"ASV984",0,0,1,0,1,1,1
"ASV986",1,1,1,0,0,1,1
"ASV987",0,0,0,0,0,1,0
"ASV988",0,0,0,0,0,1,0
"ASV989",1,0,1,0,0,1,1
"ASV990",0,0,0,0,0,0,1
"ASV991",1,0,0,0,0,1,1
"ASV992",0,0,0,0,0,0,1
"ASV993",1,0,1,0,0,1,1
"ASV995",0,0,0,1,0,0,0
"ASV996",0,0,0,0,1,0,0
"ASV997",0,0,0,0,1,0,0
